Lat,Lng, ConvOutlook_201407031200
45.6,-105.6,0.0
45.2,-105.6,0.0
44.4,-105.6,0.0
44.8,-105.6,0.0
43.2,-105.6,0.0
43.6,-105.6,0.0
44.0,-105.6,0.0
42.4,-105.6,2.0
42.8,-105.6,0.875
41.2,-105.6,2.0
41.6,-105.6,2.0
42.0,-105.6,2.0
40.4,-105.6,2.0
40.8,-105.6,2.0
39.2,-105.6,2.0
39.6,-105.6,2.0
40.0,-105.6,2.0
38.4,-105.6,2.0
38.8,-105.6,2.0
38.0,-105.6,2.0
37.6,-105.6,2.0
37.2,-105.6,2.0
36.8,-105.6,2.0
36.4,-105.6,2.0
36.0,-105.6,2.0
35.6,-105.6,2.0
35.2,-105.6,2.0
34.8,-105.6,2.0
34.4,-105.6,2.0
33.2,-105.6,2.0
33.6,-105.6,2.0
34.0,-105.6,2.0
32.4,-105.6,2.0
32.8,-105.6,2.0
31.6,-105.6,2.0
31.2,-105.6,2.0
32.0,-105.6,2.0
48.4,-88.4,0.0
30.8,-105.6,2.0
48.0,-88.4,0.0
47.6,-88.4,0.0
47.2,-88.4,0.0
46.8,-88.4,0.0
46.4,-88.4,0.0
46.0,-88.4,0.0
45.6,-88.4,0.0
45.2,-88.4,0.0
44.4,-88.4,0.0
44.8,-88.4,0.0
43.2,-88.4,0.0
43.6,-88.4,0.0
44.0,-88.4,0.0
42.4,-88.4,0.0
42.8,-88.4,0.0
41.2,-88.4,0.0
41.6,-88.4,0.0
42.0,-88.4,0.0
40.4,-88.4,0.0
40.8,-88.4,0.0
39.2,-88.4,0.0
39.6,-88.4,0.0
40.0,-88.4,0.0
38.4,-88.4,0.03076923076923077
38.8,-88.4,0.0
38.0,-88.4,1.746031746031746
37.6,-88.4,2.0
37.2,-88.4,2.0
36.8,-88.4,2.0
36.4,-88.4,2.0
36.0,-88.4,2.0
35.6,-88.4,2.0
35.2,-88.4,2.0
34.8,-88.4,2.0
34.4,-88.4,2.0
33.2,-88.4,2.0
33.6,-88.4,2.0
34.0,-88.4,2.0
32.4,-88.4,2.0
32.8,-88.4,2.0
31.6,-88.4,0.0
31.2,-88.4,0.0
32.0,-88.4,0.6363636363636364
30.8,-88.4,0.0
30.4,-88.4,0.0
30.0,-88.4,0.0
29.6,-88.4,0.0
45.2,-71.2,4.0
44.8,-71.2,4.0
44.4,-71.2,4.0
43.2,-71.2,2.0
43.6,-71.2,2.032258064516129
44.0,-71.2,3.34375
42.4,-71.2,2.0
42.8,-71.2,2.0
41.2,-71.2,2.0
41.6,-71.2,2.0
42.0,-71.2,2.0
40.8,-71.2,2.0
49.2,-121.6,2.0
48.8,-121.6,2.0
48.4,-121.6,1.967741935483871
48.0,-121.6,1.8412698412698412
47.6,-121.6,1.7096774193548387
47.2,-121.6,1.6
46.8,-121.6,1.4098360655737705
46.4,-121.6,1.3225806451612903
46.0,-121.6,1.1147540983606556
45.6,-121.6,1.4285714285714286
45.2,-121.6,2.0
44.8,-121.6,2.0
44.4,-121.6,2.0
44.0,-121.6,2.0
43.2,-121.6,2.0
43.6,-121.6,2.0
42.4,-121.6,2.0
42.8,-121.6,2.0
41.2,-121.6,2.0
41.6,-121.6,2.0
42.0,-121.6,2.0
40.4,-121.6,0.45161290322580644
40.8,-121.6,1.873015873015873
39.2,-121.6,0.0
39.6,-121.6,0.0
40.0,-121.6,0.0
38.4,-121.6,0.0
38.8,-121.6,0.0
37.2,-121.6,0.0
37.6,-121.6,0.0
38.0,-121.6,0.0
36.4,-121.6,0.0
36.8,-121.6,0.0
36.0,-121.6,0.0
35.6,-121.6,0.0
35.2,-121.6,0.0
34.8,-121.6,0.0
34.4,-121.6,0.0
48.8,-104.4,0.0
48.4,-104.4,0.0
48.0,-104.4,0.0
47.6,-104.4,0.0
47.2,-104.4,0.0
46.8,-104.4,0.0
46.4,-104.4,0.0
46.0,-104.4,0.0
45.6,-104.4,0.0
45.2,-104.4,0.0
44.4,-104.4,0.0
44.8,-104.4,0.0
43.2,-104.4,0.0
43.6,-104.4,0.0
44.0,-104.4,0.0
42.4,-104.4,1.1612903225806452
42.8,-104.4,0.0
41.2,-104.4,2.0
41.6,-104.4,2.0
42.0,-104.4,2.0
40.4,-104.4,2.0
40.8,-104.4,2.0
39.2,-104.4,2.0
39.6,-104.4,2.0
40.0,-104.4,2.0
38.4,-104.4,2.0
38.8,-104.4,2.0
38.0,-104.4,2.0
37.6,-104.4,2.0
37.2,-104.4,2.0
36.8,-104.4,2.0
36.4,-104.4,2.0
36.0,-104.4,2.0
35.6,-104.4,2.0
35.2,-104.4,2.0
34.8,-104.4,2.0
34.4,-104.4,2.0
33.2,-104.4,2.0
33.6,-104.4,2.0
34.0,-104.4,2.0
32.4,-104.4,2.0
32.8,-104.4,2.0
31.6,-104.4,2.0
31.2,-104.4,2.0
32.0,-104.4,2.0
30.8,-104.4,2.0
30.4,-104.4,2.0
48.0,-87.2,0.0
47.6,-87.2,0.0
47.2,-87.2,0.0
30.0,-104.4,2.0
29.6,-104.4,2.0
46.8,-87.2,0.0
46.4,-87.2,0.0
46.0,-87.2,0.0
45.6,-87.2,0.0
45.2,-87.2,0.0
44.4,-87.2,0.0
44.8,-87.2,0.0
43.2,-87.2,0.0
43.6,-87.2,0.0
44.0,-87.2,0.0
42.4,-87.2,0.0
42.8,-87.2,0.0
41.2,-87.2,0.0
41.6,-87.2,0.0
42.0,-87.2,0.0
40.4,-87.2,0.0
40.8,-87.2,0.0
39.2,-87.2,0.6031746031746031
39.6,-87.2,0.0
40.0,-87.2,0.0
38.4,-87.2,2.0
38.8,-87.2,1.9682539682539681
38.0,-87.2,2.0
37.6,-87.2,2.0
37.2,-87.2,2.0
36.8,-87.2,2.0
36.4,-87.2,2.0
36.0,-87.2,2.0
35.6,-87.2,2.0
35.2,-87.2,2.0
34.8,-87.2,2.0
34.4,-87.2,2.0
33.2,-87.2,2.0
33.6,-87.2,2.0
34.0,-87.2,2.0
32.4,-87.2,1.78125
32.8,-87.2,2.0
31.6,-87.2,0.0
31.2,-87.2,0.0
32.0,-87.2,0.0
30.8,-87.2,0.28125
30.4,-87.2,1.476923076923077
30.0,-87.2,2.0
46.8,-70.0,4.0
46.4,-70.0,4.0
46.0,-70.0,4.0
45.6,-70.0,4.0
45.2,-70.0,3.1147540983606556
44.8,-70.0,2.0
44.4,-70.0,2.0
44.0,-70.0,2.0
43.2,-70.0,2.0
43.6,-70.0,2.0
42.4,-70.0,2.0
42.8,-70.0,2.0
41.2,-70.0,2.0
41.6,-70.0,2.0
42.0,-70.0,2.0
40.8,-70.0,2.0
49.2,-120.4,2.0
48.8,-120.4,2.0
48.4,-120.4,2.0
48.0,-120.4,2.0
47.6,-120.4,2.0
47.2,-120.4,2.0
46.8,-120.4,2.0
46.4,-120.4,2.0
46.0,-120.4,2.0
45.6,-120.4,2.0
45.2,-120.4,2.0
44.8,-120.4,2.0
44.4,-120.4,2.0
44.0,-120.4,2.0
43.2,-120.4,2.0
43.6,-120.4,2.0
42.4,-120.4,2.0
42.8,-120.4,2.0
41.2,-120.4,2.0
41.6,-120.4,2.0
42.0,-120.4,2.0
40.4,-120.4,2.0
40.8,-120.4,2.0
39.2,-120.4,1.96875
39.6,-120.4,2.0
40.0,-120.4,2.0
38.4,-120.4,0.25396825396825395
38.8,-120.4,1.1290322580645162
37.2,-120.4,0.0
37.6,-120.4,0.0
38.0,-120.4,0.0
36.4,-120.4,0.0
36.8,-120.4,0.0
36.0,-120.4,0.0
35.6,-120.4,0.0
35.2,-120.4,0.0
34.8,-120.4,0.0
34.4,-120.4,0.0
48.8,-103.2,0.0
48.4,-103.2,0.0
48.0,-103.2,0.0
47.6,-103.2,0.0
47.2,-103.2,0.0
46.8,-103.2,0.0
46.4,-103.2,0.0
46.0,-103.2,0.0
45.6,-103.2,0.0
45.2,-103.2,0.0
44.4,-103.2,0.0
44.8,-103.2,0.0
43.2,-103.2,0.0
43.6,-103.2,0.0
44.0,-103.2,0.0
42.4,-103.2,0.0
42.8,-103.2,0.0
41.2,-103.2,2.0
41.6,-103.2,1.9666666666666666
42.0,-103.2,0.47619047619047616
40.4,-103.2,2.0
40.8,-103.2,2.0
39.2,-103.2,2.0
39.6,-103.2,2.0
40.0,-103.2,2.0
38.4,-103.2,2.0
38.8,-103.2,2.0
38.0,-103.2,2.0
37.6,-103.2,2.0
37.2,-103.2,2.0
36.8,-103.2,2.0
36.4,-103.2,2.0
36.0,-103.2,2.0
35.6,-103.2,2.0
35.2,-103.2,2.0
34.8,-103.2,2.0
34.4,-103.2,2.0
33.2,-103.2,2.0
33.6,-103.2,2.0
34.0,-103.2,2.0
32.4,-103.2,2.0
32.8,-103.2,2.0
31.6,-103.2,2.0
31.2,-103.2,2.0
32.0,-103.2,2.0
30.8,-103.2,2.0
30.4,-103.2,2.0
47.6,-86.0,0.0
47.2,-86.0,0.0
30.0,-103.2,2.0
29.2,-103.2,2.0
29.6,-103.2,2.0
46.8,-86.0,0.0
46.4,-86.0,0.0
28.8,-103.2,2.0
46.0,-86.0,0.0
45.6,-86.0,0.0
45.2,-86.0,0.0
44.4,-86.0,0.0
44.8,-86.0,0.0
43.2,-86.0,0.0
43.6,-86.0,0.0
44.0,-86.0,0.0
42.4,-86.0,0.0
42.8,-86.0,0.0
41.2,-86.0,0.0
41.6,-86.0,0.0
42.0,-86.0,0.0
40.4,-86.0,0.3492063492063492
40.8,-86.0,0.0
39.2,-86.0,2.0
39.6,-86.0,2.0
40.0,-86.0,1.873015873015873
38.4,-86.0,2.0
38.8,-86.0,2.0
38.0,-86.0,2.0
37.6,-86.0,2.0
37.2,-86.0,2.0
36.8,-86.0,2.0
36.4,-86.0,2.0
36.0,-86.0,2.0
35.6,-86.0,2.0
35.2,-86.0,2.0
34.8,-86.0,2.0
34.4,-86.0,2.0
33.2,-86.0,2.0
33.6,-86.0,2.0
34.0,-86.0,2.0
32.4,-86.0,2.0
32.8,-86.0,2.0
31.6,-86.0,2.0
31.2,-86.0,2.0
32.0,-86.0,2.0
30.8,-86.0,2.0
30.4,-86.0,2.0
47.2,-68.8,4.0
30.0,-86.0,2.0
29.6,-86.0,2.0
46.8,-68.8,4.0
46.4,-68.8,3.8688524590163933
46.0,-68.8,2.2295081967213113
45.6,-68.8,2.0
45.2,-68.8,2.0
44.8,-68.8,2.0
44.4,-68.8,2.0
44.0,-68.8,2.0
43.6,-68.8,2.0
49.2,-119.2,2.0
48.8,-119.2,2.0
48.4,-119.2,2.0
48.0,-119.2,2.0
47.6,-119.2,2.0
47.2,-119.2,2.0
46.8,-119.2,2.0
46.4,-119.2,2.0
46.0,-119.2,2.0
45.6,-119.2,2.0
45.2,-119.2,2.0
44.8,-119.2,2.0
44.4,-119.2,2.0
43.2,-119.2,2.0
43.6,-119.2,2.0
44.0,-119.2,2.0
42.4,-119.2,2.0
42.8,-119.2,2.0
41.2,-119.2,2.0
41.6,-119.2,2.0
42.0,-119.2,2.0
40.4,-119.2,2.0
40.8,-119.2,2.0
39.2,-119.2,2.0
39.6,-119.2,2.0
40.0,-119.2,2.0
38.4,-119.2,2.0
38.8,-119.2,2.0
37.2,-119.2,0.0
37.6,-119.2,1.9682539682539681
38.0,-119.2,2.0
36.8,-119.2,0.0
36.4,-119.2,0.0
36.0,-119.2,0.0
35.6,-119.2,0.0
35.2,-119.2,0.0
34.8,-119.2,0.0
34.4,-119.2,0.0
34.0,-119.2,0.0
33.6,-119.2,0.0
48.8,-102.0,0.0
48.4,-102.0,0.0
48.0,-102.0,0.0
47.6,-102.0,0.0
47.2,-102.0,0.0
46.8,-102.0,0.0
46.4,-102.0,0.0
46.0,-102.0,0.0
45.6,-102.0,0.0
45.2,-102.0,0.0
44.4,-102.0,0.0
44.8,-102.0,0.0
43.2,-102.0,0.0
43.6,-102.0,0.0
44.0,-102.0,0.0
42.4,-102.0,0.0
42.8,-102.0,0.0
41.2,-102.0,0.19672131147540983
41.6,-102.0,0.0
42.0,-102.0,0.0
40.4,-102.0,2.0
40.8,-102.0,1.9076923076923078
39.2,-102.0,1.7142857142857142
39.6,-102.0,2.0
40.0,-102.0,2.0
38.4,-102.0,0.0
38.8,-102.0,0.0
38.0,-102.0,0.0
37.6,-102.0,0.0
37.2,-102.0,0.45161290322580644
36.8,-102.0,1.9090909090909092
36.4,-102.0,2.0
36.0,-102.0,2.0
35.6,-102.0,2.0
35.2,-102.0,2.0
34.8,-102.0,2.0
34.4,-102.0,2.0
33.2,-102.0,2.0
33.6,-102.0,2.0
34.0,-102.0,2.0
32.4,-102.0,2.0
32.8,-102.0,2.0
31.6,-102.0,2.0
31.2,-102.0,2.0
32.0,-102.0,2.0
30.8,-102.0,2.0
30.4,-102.0,2.0
30.0,-102.0,2.0
46.8,-84.8,0.0
46.4,-84.8,0.0
46.0,-84.8,0.0
45.6,-84.8,0.0
45.2,-84.8,0.0
44.4,-84.8,0.0
44.8,-84.8,0.0
43.2,-84.8,0.0
43.6,-84.8,0.0
44.0,-84.8,0.0
42.4,-84.8,0.0
42.8,-84.8,0.0
41.2,-84.8,1.375
41.6,-84.8,0.0
42.0,-84.8,0.0
40.4,-84.8,2.0
40.8,-84.8,2.0
39.2,-84.8,2.0
39.6,-84.8,2.0
40.0,-84.8,2.0
38.4,-84.8,2.0
38.8,-84.8,2.0
38.0,-84.8,2.0
37.6,-84.8,2.0
37.2,-84.8,2.0
36.8,-84.8,2.0
36.4,-84.8,2.0
36.0,-84.8,2.0
35.6,-84.8,2.0
35.2,-84.8,2.0
34.8,-84.8,2.0
34.4,-84.8,2.0
33.2,-84.8,2.0
33.6,-84.8,2.0
34.0,-84.8,2.0
32.4,-84.8,2.0
32.8,-84.8,2.0
31.2,-84.8,2.0
31.6,-84.8,2.0
32.0,-84.8,2.0
30.8,-84.8,2.0
30.4,-84.8,2.0
30.0,-84.8,2.0
29.2,-84.8,2.0
29.6,-84.8,2.0
46.8,-67.6,2.0
46.4,-67.6,2.0
46.0,-67.6,2.0
45.6,-67.6,2.0
45.2,-67.6,2.0
44.8,-67.6,2.0
44.4,-67.6,2.0
44.0,-67.6,2.0
49.2,-118.0,2.0
48.8,-118.0,2.0
48.4,-118.0,2.0
48.0,-118.0,2.0
47.6,-118.0,2.0
47.2,-118.0,2.0
46.8,-118.0,2.0
46.4,-118.0,2.0
46.0,-118.0,2.0
45.6,-118.0,2.0
45.2,-118.0,2.0
44.8,-118.0,2.0
44.4,-118.0,2.0
43.2,-118.0,2.0
43.6,-118.0,2.0
44.0,-118.0,2.0
42.4,-118.0,2.0
42.8,-118.0,2.0
41.2,-118.0,2.0
41.6,-118.0,2.0
42.0,-118.0,2.0
40.4,-118.0,2.0
40.8,-118.0,2.0
39.2,-118.0,2.0
39.6,-118.0,2.0
40.0,-118.0,2.0
38.4,-118.0,2.0
38.8,-118.0,2.0
37.2,-118.0,0.0
37.6,-118.0,1.1076923076923078
38.0,-118.0,2.0
36.8,-118.0,0.0
36.4,-118.0,0.0
36.0,-118.0,0.0
35.6,-118.0,0.0
35.2,-118.0,0.0
34.8,-118.0,0.0
34.4,-118.0,0.0
34.0,-118.0,0.0
33.6,-118.0,0.0
33.2,-118.0,0.0
32.8,-118.0,0.0
48.8,-100.8,0.0
48.4,-100.8,0.0
48.0,-100.8,0.0
47.6,-100.8,0.0
47.2,-100.8,0.0
46.8,-100.8,0.0
46.4,-100.8,0.0
46.0,-100.8,0.0
45.6,-100.8,0.0
45.2,-100.8,0.0
44.4,-100.8,0.0
44.8,-100.8,0.0
43.2,-100.8,0.0
43.6,-100.8,0.0
44.0,-100.8,0.0
42.4,-100.8,0.0
42.8,-100.8,0.0
41.2,-100.8,0.0
41.6,-100.8,0.0
42.0,-100.8,0.0
40.4,-100.8,0.0
40.8,-100.8,0.0
39.2,-100.8,0.0
39.6,-100.8,0.0
40.0,-100.8,0.0
38.4,-100.8,0.0
38.8,-100.8,0.0
38.0,-100.8,0.0
37.6,-100.8,0.0
37.2,-100.8,0.0
36.8,-100.8,0.0
36.4,-100.8,0.0
36.0,-100.8,0.8571428571428571
35.6,-100.8,2.0
35.2,-100.8,2.0
34.8,-100.8,2.0
34.4,-100.8,2.0
33.2,-100.8,2.0
33.6,-100.8,2.0
34.0,-100.8,2.0
32.4,-100.8,2.0
32.8,-100.8,2.0
31.6,-100.8,2.0
31.2,-100.8,2.0
32.0,-100.8,2.0
30.8,-100.8,1.8461538461538463
30.4,-100.8,0.0
30.0,-100.8,0.0
29.2,-100.8,0.0
29.6,-100.8,0.0
28.8,-100.8,0.0
46.0,-83.6,0.0
45.6,-83.6,0.0
45.2,-83.6,0.0
44.4,-83.6,0.0
44.8,-83.6,0.0
43.2,-83.6,0.0
43.6,-83.6,0.0
44.0,-83.6,0.0
42.4,-83.6,0.09523809523809523
42.8,-83.6,0.0
41.2,-83.6,2.0
41.6,-83.6,2.0
42.0,-83.6,1.6774193548387097
40.4,-83.6,2.0
40.8,-83.6,2.0
39.2,-83.6,2.0
39.6,-83.6,2.0
40.0,-83.6,2.0
38.4,-83.6,2.0
38.8,-83.6,2.0
38.0,-83.6,2.0
37.6,-83.6,2.0
37.2,-83.6,2.0
36.8,-83.6,2.0
36.4,-83.6,2.0
36.0,-83.6,2.0
35.6,-83.6,2.0
35.2,-83.6,2.0
34.8,-83.6,2.0
34.4,-83.6,2.0
33.2,-83.6,2.0
33.6,-83.6,2.0
34.0,-83.6,2.0
32.4,-83.6,2.0
32.8,-83.6,2.0
31.2,-83.6,2.0
31.6,-83.6,2.0
32.0,-83.6,2.0
30.8,-83.6,2.0
30.4,-83.6,2.0
30.0,-83.6,2.0
29.2,-83.6,2.0
29.6,-83.6,2.0
49.2,-116.8,2.0
48.8,-116.8,2.0
48.4,-116.8,2.0
48.0,-116.8,2.0
47.6,-116.8,2.0
47.2,-116.8,2.0
46.8,-116.8,2.0
46.4,-116.8,2.0
46.0,-116.8,2.0
45.6,-116.8,2.0
45.2,-116.8,2.0
44.8,-116.8,2.0
44.4,-116.8,2.0
43.2,-116.8,2.0
43.6,-116.8,2.0
44.0,-116.8,2.0
42.4,-116.8,2.0
42.8,-116.8,2.0
41.2,-116.8,2.0
41.6,-116.8,2.0
42.0,-116.8,2.0
40.4,-116.8,2.0
40.8,-116.8,2.0
39.2,-116.8,2.0
39.6,-116.8,2.0
40.0,-116.8,2.0
38.4,-116.8,0.15625
38.8,-116.8,1.9365079365079365
37.2,-116.8,0.0
37.6,-116.8,0.0
38.0,-116.8,0.0
36.8,-116.8,0.0
36.4,-116.8,0.0
36.0,-116.8,0.0
35.6,-116.8,0.0
35.2,-116.8,0.0
34.8,-116.8,0.0
34.4,-116.8,0.0
34.0,-116.8,0.0
33.6,-116.8,0.0
33.2,-116.8,0.0
32.4,-116.8,0.0
32.8,-116.8,0.0
48.8,-99.6,0.0
48.4,-99.6,0.0
48.0,-99.6,0.0
47.6,-99.6,0.0
47.2,-99.6,0.0
46.8,-99.6,0.0
46.4,-99.6,0.0
46.0,-99.6,0.0
45.6,-99.6,0.0
45.2,-99.6,0.0
44.4,-99.6,0.0
44.8,-99.6,0.0
43.2,-99.6,0.0
43.6,-99.6,0.0
44.0,-99.6,0.0
42.4,-99.6,0.0
42.8,-99.6,0.0
41.2,-99.6,0.0
41.6,-99.6,0.0
42.0,-99.6,0.0
40.4,-99.6,0.0
40.8,-99.6,0.0
39.2,-99.6,0.0
39.6,-99.6,0.0
40.0,-99.6,0.0
38.4,-99.6,0.0
38.8,-99.6,0.0
38.0,-99.6,0.0
37.6,-99.6,0.0
37.2,-99.6,0.0
36.8,-99.6,0.0
36.4,-99.6,0.0
36.0,-99.6,0.031746031746031744
35.6,-99.6,1.9411764705882353
35.2,-99.6,2.0
34.8,-99.6,2.0
34.4,-99.6,2.0
33.2,-99.6,2.0
33.6,-99.6,2.0
34.0,-99.6,2.0
32.4,-99.6,2.0
32.8,-99.6,2.0
31.6,-99.6,2.0
31.2,-99.6,2.0
32.0,-99.6,2.0
30.8,-99.6,0.7213114754098361
30.4,-99.6,0.0
30.0,-99.6,0.0
29.2,-99.6,0.0
29.6,-99.6,0.0
28.4,-99.6,0.0
